units_sold,price_per_unit,discount_percent,advertising_spend,revenue,gross_sales,discount_amount
32.0,979.77,0.5,14143.89,31195.88,31352.64,156.76319999999998
42.0,400.36,1.1,10638.96,16630.15,16815.12,184.96632000000002
88.0,570.86,22.6,38777.03,38882.42,50235.68,11353.26368
100.0,691.14,19.3,42988.19,55775.0,69114.0,13339.002
90.0,320.06,26.2,5146.77,21258.39,28805.4,7547.0148
99.0,754.19,17.5,2308.43,61598.47,74664.81000000001,13066.341750000003
59.0,699.59,14.7,32173.55,35208.27,41275.810000000005,6067.54407
65.0,507.77,21.2,12323.38,26007.98,33005.049999999996,6997.070599999999
72.0,280.28,10.1,45895.25,18141.96,20180.159999999996,2038.1961599999995
27.0,878.21,14.2,34897.16,20344.61,23711.670000000002,3367.0571400000003
14.0,467.15,15.3,32369.47,5539.46,6540.099999999999,1000.6353
67.0,226.88,21.8,2449.97,11887.15,15200.96,3313.80928
44.0,296.85,18.5,44289.02,10645.04,13061.400000000001,2416.3590000000004
40.0,908.65,1.4,28974.42,35837.16,36346.0,508.84399999999994
29.0,789.1,3.0,11051.4,22197.38,22883.9,686.5170000000002
49.0,65.56,22.3,42717.39,2496.07,3212.44,716.37412
2.0,308.79,24.7,1382.14,465.04,617.58,152.54226
19.0,613.52,7.7,10815.76,10759.3,11656.88,897.57976
39.0,239.47,13.5,39128.06,8078.52,9339.33,1260.80955
33.0,636.56,28.8,12344.01,14956.61,21006.48,6049.866239999999
76.0,818.2,9.5,24672.37,56275.8,62183.200000000004,5907.404
75.0,671.88,9.2,26657.01,45755.03,50391.0,4635.972
24.0,195.61,15.0,42912.38,3990.44,4694.64,704.196
30.0,444.43,27.8,27487.69,9626.35,13332.9,3706.5461999999998
99.0,84.41,21.6,43145.3,6551.57,8356.59,1805.0234400000002
37.0,178.61,16.7,31747.52,5504.94,6608.570000000001,1103.63119
74.0,497.23,21.6,29819.27,28847.3,36795.020000000004,7947.724320000001
98.0,78.42,9.6,5137.32,6947.38,7685.16,737.77536
16.0,110.82,18.5,26688.84,1445.09,1773.12,328.0272
99.0,104.23,19.8,17450.8,8275.65,10318.77,2043.1164600000002
19.0,174.0,15.3,28410.18,2800.18,3306.0,505.81800000000004
81.0,327.68,25.0,35739.04,19906.56,26542.08,6635.52
60.0,380.26,29.2,11707.53,16153.44,22815.6,6662.155199999999
35.0,577.27,23.0,48792.77,15557.43,20204.45,4647.0235
39.0,143.58,24.6,4138.81,4222.11,5599.620000000001,1377.5065200000004
43.0,952.9,20.6,26291.53,32533.91,40974.7,8440.788199999999
79.0,513.66,25.4,35200.24,47091.21,40579.14,10307.10156
74.0,239.97,21.0,38559.18,14028.65,17757.78,3729.1338
50.0,796.56,16.4,25401.7,31663.26,39828.0,6531.7919999999995
66.0,158.96,20.5,17442.68,8340.63,10491.36,2150.7288
56.0,614.77,17.1,45529.96,28540.08,34427.119999999995,5887.03752
14.0,784.19,9.2,18980.03,9968.62,10978.66,1010.03672
77.0,411.6,23.6,11749.27,24213.6,31693.2,7479.5952
8.0,562.88,29.9,21963.74,3156.63,4503.04,1346.4089599999998
4.0,139.81,23.5,42148.39,427.82,559.24,131.4214
44.0,284.78,27.8,42123.04,9046.89,12530.32,3483.42896
59.0,911.85,13.5,3360.52,46536.26,53799.15,7262.88525
54.0,100.07,19.7,12669.45,4339.24,5403.78,1064.5446599999998
94.0,699.95,9.9,18447.63,59281.57,65795.3,6513.734700000001
31.0,148.99,15.3,9184.48,3912.03,4618.6900000000005,706.6595700000001
51.0,104.67,1.8,6229.82,5242.08,5338.17,96.08706000000001
62.0,604.03,11.4,3895.48,33180.58,37449.86,4269.2840400000005
13.0,356.6,16.4,43841.67,3286.78,4635.8,760.2711999999999
21.0,704.16,16.4,24034.93,13560.01,14787.359999999999,2425.12704
76.0,630.09,17.4,47543.81,39554.53,47886.840000000004,8332.310159999999
67.0,881.76,20.4,20851.42,47026.02,59077.92,12051.89568
51.0,723.46,16.9,1551.3,30660.96,36896.46,6235.501739999999
4.0,325.91,2.7,20295.48,1268.44,1303.64,35.198280000000004
67.0,274.33,12.6,41942.26,16064.22,18380.11,2315.89386
21.0,614.19,25.0,34370.35,9673.49,12897.990000000002,3224.4975000000004
23.0,145.51,29.2,4196.9,2369.48,3346.7299999999996,977.2451599999999
60.0,774.74,29.7,42130.33,32678.53,46484.4,13805.8668
67.0,865.84,25.4,14396.07,43276.41,58011.28,14734.865119999999
90.0,355.42,8.0,35787.3,29428.78,31987.800000000003,2559.0240000000003
48.0,115.94,25.3,32607.19,4157.14,5565.12,1407.97536
85.0,290.78,15.3,17443.66,20934.71,24716.3,3781.5939000000003
11.0,833.14,10.5,37512.03,8202.26,9164.539999999999,962.2766999999999
52.0,604.36,26.9,6649.63,22972.93,31426.72,8453.787680000001
12.0,252.66,12.7,3330.97,2646.87,3031.92,385.05384
52.0,762.69,27.8,43938.13,24229.14,39659.880000000005,11025.446640000002
5.0,189.67,29.0,49768.94,673.33,948.3499999999999,275.0215
14.0,249.2,28.6,13825.21,2491.0,3488.7999999999997,997.7968
64.0,154.71,0.9,17834.66,9812.33,9901.44,89.11296
75.0,172.5,18.1,6154.3,10595.81,12937.5,2341.6875000000005
16.0,208.45,4.8,47173.69,3175.11,3335.2,160.0896
95.0,842.94,13.6,6069.44,69188.52,80079.3,10890.7848
63.0,507.48,16.9,2277.29,26568.1,31971.24,5403.13956
21.0,418.16,1.9,23546.88,8614.51,8781.36,166.84583999999998
52.0,584.28,21.3,45145.18,28509.36,30382.559999999998,6471.485279999999
70.0,792.76,26.0,46108.11,41064.97,55493.2,14428.232
27.0,348.14,24.3,19412.75,7115.63,9399.779999999999,2284.1465399999997
86.0,131.38,0.1,10323.74,11287.38,11298.68,11.298680000000001
99.0,752.93,10.9,20900.58,66415.2,74540.06999999999,8124.867629999999
9.0,480.57,17.9,43031.38,3550.93,4325.13,774.1982699999999
71.0,680.19,28.0,4126.67,34771.31,48293.490000000005,13522.177200000002
7.0,325.98,12.5,45375.83,1996.63,2281.86,285.2325
55.0,630.59,2.6,2650.06,33780.71,34682.450000000004,901.7437000000001
29.0,493.25,6.2,41278.55,13417.39,14304.25,886.8635
66.0,847.78,28.6,23351.62,39950.78,55953.479999999996,16002.69528
74.0,945.68,9.9,23035.91,63052.27,69980.31999999999,6928.05168
96.0,860.84,21.1,47442.03,65203.46,82640.64,17437.175040000002
68.0,654.21,20.6,44603.98,35322.11,44486.28,9164.17368
37.0,326.29,9.8,16177.86,10889.6,12072.730000000001,1183.1275400000002
3.0,198.59,16.2,48414.25,499.26,595.77,96.51474
71.0,513.66,6.6,21938.29,22458.56,36469.86,2407.01076
40.0,522.97,21.4,5191.44,16442.18,20918.800000000003,4476.6232
77.0,694.63,15.0,43528.68,45463.53,53486.51,8022.976500000001
44.0,220.32,26.2,31746.84,7154.23,9694.08,2539.84896
45.0,316.86,7.8,18621.84,13146.52,14258.7,1112.1786
89.0,858.62,7.9,41075.88,70380.22,76417.18000000001,6036.95722
18.0,604.76,12.2,15860.65,9557.63,10885.68,1328.05296
74.0,417.78,12.7,10187.64,26989.42,30915.719999999998,3926.2964399999996
29.0,865.77,22.5,21312.39,19458.18,25107.329999999998,5649.1492499999995
81.0,953.72,17.3,25017.235,63886.84,77251.32,13364.478360000001
64.0,396.76,4.8,39123.87,24173.79,25392.64,1218.84672
74.0,549.68,28.3,1064.52,29164.92,40676.32,11511.39856
94.0,225.48,23.9,48472.21,16129.49,21195.12,5065.63368
69.0,875.03,19.7,11186.58,48482.79,60377.07,11894.28279
67.0,180.24,14.6,46590.85,10312.97,12076.08,1763.1076799999998
61.0,170.85,5.0,39061.33,9900.76,10421.85,521.0925
76.0,105.38,29.9,39885.68,5614.22,8008.879999999999,2394.6551199999994
4.0,539.18,16.8,39534.41,1794.39,2156.72,362.32896
70.0,566.37,17.3,42587.4,32787.16,39645.9,6858.7407
71.0,732.46,14.4,23825.87,44515.99,52004.66,7488.67104
34.0,635.77,11.7,29522.35,19087.09,21616.18,2529.0930599999997
37.0,666.11,1.5,49341.59,24276.38,24646.07,369.69104999999996
80.0,81.21,9.2,26985.55,5899.09,6496.799999999999,597.7055999999999
91.0,640.65,23.5,39266.54,44598.85,58299.15,13700.300250000002
8.0,513.66,16.8,6672.67,1023.09,4109.28,690.3590399999999
88.0,203.67,8.6,24590.25,16381.59,17922.96,1541.3745599999997
77.0,94.3,23.4,11231.11,5562.0,7261.099999999999,1699.0973999999999
51.0,465.62,26.5,44997.52,17453.77,23746.62,6292.854299999999
38.0,74.22,21.8,40257.55,2205.52,2820.36,614.83848
26.0,935.37,8.0,25017.235,22374.05,24319.62,1945.5695999999998
36.0,410.4,27.1,32938.3,10770.54,14774.4,4003.8624
38.0,174.12,28.5,30518.33,4730.84,6616.56,1885.7196000000001
3.0,859.14,4.5,23825.87,2461.44,2577.42,115.98389999999999
93.0,653.88,7.0,45945.33,56554.08,60810.84,4256.7588
48.0,521.63,3.3,30713.36,24211.98,25038.239999999998,826.2619199999999
51.0,513.66,6.9,3274.45,32501.22,26196.66,1807.56954
59.0,947.9,16.3,12662.5,46810.15,55926.1,9115.954300000001
36.0,938.34,16.4,44086.17,27463.34,33780.24,5539.959359999999
50.0,486.48,14.9,8815.41,20699.72,24324.0,3624.2760000000003
76.0,859.42,0.8,9839.25,64793.39,65315.92,522.52736
74.0,645.56,5.5,2509.29,45144.01,47771.439999999995,2627.4292
63.0,99.9,12.6,34167.27,5500.69,6293.700000000001,793.0062000000001
60.0,728.18,3.9,21308.88,41986.86,43690.799999999996,1703.9411999999998
24.0,857.77,19.1,16058.72,16654.46,20586.48,3932.0176800000004
46.0,72.56,6.9,8186.32,3107.45,3337.76,230.30544
24.0,640.79,24.8,20178.71,11564.98,15378.96,3813.9820799999998
10.0,936.63,0.1,36365.01,9356.93,9366.3,9.3663
38.0,364.33,28.2,29850.82,9940.38,13844.539999999999,3904.16028
22.0,212.94,26.0,12123.78,3466.66,4684.68,1218.0168
79.0,634.96,27.2,18781.02,36517.82,50161.840000000004,13644.02048
51.0,82.68,18.7,39587.43,3428.16,4216.68,788.5191599999999
36.0,93.59,20.1,33038.32,2692.02,3369.2400000000002,677.2172400000002
44.0,361.48,1.0,6668.53,15746.07,15905.12,159.0512
81.0,661.89,3.7,6176.36,51629.41,53613.09,1983.6843299999998
17.0,260.97,28.1,37526.53,3189.84,4436.490000000001,1246.65369
11.0,111.25,23.2,32170.82,939.84,1223.75,283.91
70.0,385.65,2.3,45904.02,26374.6,26995.5,620.8965
88.0,891.96,27.2,3388.55,57142.53,78492.48000000001,21349.954560000002
49.0,603.14,24.4,1737.93,22342.72,29553.86,7211.14184
2.0,851.14,20.9,27563.2,1346.5,1702.28,355.77651999999995
23.0,538.84,3.3,32148.9,11984.34,12393.320000000002,408.97956000000005
27.0,759.78,10.9,25599.53,18278.03,20514.059999999998,2236.0325399999997
46.0,702.81,17.8,25780.72,26574.65,32329.26,5754.6082799999995
52.0,639.04,20.5,25082.48,4572.33,33230.08,6812.1664
11.0,868.45,24.7,3888.23,7193.37,9552.95,2359.5786500000004
3.0,349.93,24.1,46756.29,796.79,1049.79,252.99939000000003
80.0,371.54,18.4,10193.93,24254.13,29723.2,5469.0688
69.0,771.16,16.1,28879.08,44643.22,53210.04,8566.81644
8.0,817.43,27.5,3526.92,4741.09,6539.44,1798.3459999999998
60.0,513.66,15.2,10538.28,9034.76,30819.6,4684.5792
1.0,249.08,11.1,21329.04,221.43,249.08,27.64788
16.0,104.97,15.0,29657.53,1427.59,1679.52,251.928
11.0,813.28,6.7,3112.12,8346.69,8946.08,599.3873600000001
87.0,599.84,5.6,16984.11,49263.66,52186.08,2922.42048
35.0,749.55,12.7,17396.26,22902.5,26234.25,3331.74975
39.0,919.33,16.5,37169.67,29937.98,35853.87,5915.888550000001
43.0,363.92,1.1,8424.83,15476.43,15648.560000000001,172.13416
73.0,503.07,27.5,4985.53,26624.98,36724.11,10099.13025
73.0,366.14,9.8,21789.32,24108.85,26728.219999999998,2619.3655599999997
42.0,60.52,14.9,27722.48,2163.11,2541.84,378.73416000000003
16.0,805.4,28.0,35681.13,9278.21,12886.4,3608.192
92.0,626.41,27.7,13451.76,41666.29,57629.719999999994,15963.432439999997
14.0,934.87,12.1,37048.58,11504.51,13088.18,1583.66978
50.0,797.0,10.4,41829.96,35705.6,39850.0,4144.4
12.0,888.92,5.5,23376.11,10080.35,10667.039999999999,586.6872
55.0,176.58,22.5,36010.32,7526.72,9711.900000000001,2185.1775000000002
22.0,925.87,0.7,32464.56,20226.56,20369.14,142.58398
93.0,172.5,12.1,14740.51,14101.36,16042.5,1941.1425
99.0,217.76,4.1,40715.75,20674.35,21558.239999999998,883.8878399999999
84.0,432.53,20.6,36949.37,28848.02,36332.52,7484.49912
81.0,743.67,2.4,25162.33,58791.58,60237.27,1445.6944799999997
95.0,860.02,15.0,26062.52,69446.61,81701.9,12255.285
40.0,342.62,1.2,30971.42,13540.34,13704.8,164.45759999999999
23.0,101.32,4.2,45931.34,2232.48,2330.3599999999997,97.87511999999998
74.0,470.97,10.4,16876.0,31227.19,34851.78,3624.5851199999997
19.0,406.43,13.8,49141.65,6656.51,7722.17,1065.65946
60.0,738.65,4.7,42719.37,42236.01,44319.0,2082.9930000000004
49.0,533.52,0.0,24871.24,26142.48,26142.48,0.0
20.0,450.0,15.2,21380.89,7632.0,9000.0,1368.0
63.0,263.2,6.4,30795.56,15520.38,16581.6,1061.2223999999999
56.0,834.3,17.6,15497.44,38497.94,46720.799999999996,8222.8608
88.0,658.94,27.7,20042.22,41924.4,57986.72,16062.321440000002
57.0,830.83,20.4,25355.51,37696.42,47357.310000000005,9660.89124
25.0,893.38,24.4,6888.73,16884.88,22334.5,5449.6179999999995
33.0,494.93,3.7,32694.55,15728.38,16332.69,604.30953
1.0,132.91,15.9,49411.55,111.78,132.91,21.132689999999997
56.0,998.97,17.9,4572.71,45928.64,55942.32,10013.67528
95.0,351.11,15.8,43738.57,28085.29,33355.450000000004,5270.161100000001
79.0,710.92,29.5,32102.67,39594.69,56162.68,16567.9906
19.0,214.75,8.8,35938.82,3721.19,4080.25,359.06200000000007
97.0,685.0,24.5,2822.57,50165.98,66445.0,16279.025
40.0,504.57,9.1,33868.73,18346.17,20182.8,1836.6347999999998
79.0,963.05,19.4,39577.09,61321.25,76080.95,14759.7043
70.0,513.66,16.1,9394.81,37905.52,35956.2,5788.9482
20.0,485.36,22.2,37022.22,7552.2,9707.2,2154.9984
91.0,208.21,16.8,41030.86,15764.0,18947.11,3183.11448
77.0,254.84,7.5,21278.04,18150.98,19622.68,1471.701
64.0,72.72,9.8,24617.26,4197.98,4654.08,456.09984000000003
58.0,399.04,13.7,19625.65,19973.55,23144.32,3170.77184
60.0,261.94,17.8,17809.66,12918.88,15716.4,2797.5191999999997
21.0,137.04,27.1,43153.38,2097.95,2877.8399999999997,779.89464
91.0,511.68,4.8,42396.14,44327.86,46562.88,2235.01824
95.0,617.84,27.1,40212.2,42788.51,58694.8,15906.2908
71.0,432.6,15.3,31009.88,26015.27,30714.600000000002,4699.3338
61.0,181.75,24.5,42187.51,8370.5,11086.75,2716.25375
61.0,826.8,15.1,44462.58,42819.15,50434.799999999996,7615.654799999998
7.0,759.17,20.7,32003.91,4214.15,5314.19,1100.0373299999999
100.0,446.87,26.2,29122.67,32979.01,44687.0,11707.993999999999
25.0,856.24,8.2,20304.93,19650.71,21406.0,1755.292
34.0,506.73,18.9,23888.68,13972.57,17228.82,3256.24698
52.0,717.39,5.1,48513.04,35401.76,37304.28,1902.5182799999998
14.0,465.38,22.8,38433.61,5029.83,6515.32,1485.49296
1.0,815.51,14.3,28854.93,698.89,815.51,116.61793
55.0,477.86,13.1,41639.52,22839.32,26282.3,3442.9813
9.0,697.98,6.9,5483.65,5848.37,6281.82,433.44557999999995
76.0,513.85,22.0,3042.69,30461.03,39052.6,8591.572
21.0,84.98,13.4,30279.07,1545.45,1784.5800000000002,239.13372000000004
42.0,110.8,6.6,5321.64,4346.46,4653.599999999999,307.13759999999996
50.0,853.09,17.7,3291.47,35104.65,42654.5,7549.846500000001
95.0,970.45,10.0,29948.38,82973.48,92192.75,9219.275
18.0,113.88,27.5,2438.4,1486.13,2049.84,563.706
2.0,989.15,11.0,34229.66,1760.69,1978.3,217.613
17.0,626.29,2.4,3203.19,10391.4,10646.93,255.52632000000003
43.0,514.84,5.6,42061.2,20898.39,22138.120000000003,1239.7347200000002
33.0,461.89,26.6,44442.17,11187.9,15242.369999999999,4054.47042
1.0,786.51,0.0,6465.63,786.51,786.51,0.0
4.0,471.77,22.8,41884.9,1456.83,1887.08,430.25424
22.0,644.31,11.1,22283.64,12601.41,14174.82,1573.4050199999997
86.0,397.79,20.7,32863.41,27128.48,34209.94,7081.45758
56.0,431.91,27.5,46601.25,17535.55,24186.960000000003,6651.414000000001
37.0,316.61,2.5,47930.21,11421.71,11714.57,292.86424999999997
49.0,497.38,28.3,23679.7,17474.45,24371.62,6897.16846
21.0,59.36,16.6,42108.05,1039.63,1246.56,206.92896000000002
30.0,584.63,0.2,42461.03,17503.82,17538.9,35.0778
53.0,311.91,14.2,27712.57,14183.8,16531.23,2347.43466
67.0,83.43,27.4,9614.33,4058.2,5589.81,1531.6079399999999
19.0,983.17,23.1,32639.98,14365.1,18680.23,4315.13313
20.0,643.69,16.4,48802.66,9539.49,12873.800000000001,2111.3032000000003
77.0,640.19,0.4,10943.12,49097.45,49294.630000000005,197.17852000000002
93.0,365.05,4.4,18000.98,32455.87,33949.65,1493.7846000000002
90.0,990.61,17.8,32065.88,73285.33,89154.9,15869.5722
57.0,77.19,11.3,45630.38,3902.65,4399.83,497.18079000000006
15.0,428.51,18.2,16394.67,5257.82,6427.65,1169.8323
80.0,166.04,4.2,37495.44,12725.31,13283.199999999999,557.8943999999999
3.0,990.49,22.1,22381.13,2314.78,2971.4700000000003,656.69487
100.0,572.18,27.0,38694.84,41769.14,57217.99999999999,15448.859999999997
6.0,418.06,8.0,7329.25,2307.69,2508.36,200.6688
58.0,710.14,11.3,6334.21,36533.86,41188.12,4654.257560000001
1.0,342.32,3.1,2096.04,331.71,342.32,10.61192
39.0,952.86,5.6,23246.53,35080.49,37161.54,2081.0462399999997
13.0,198.37,26.8,23184.38,1887.69,2578.81,691.1210800000001
19.0,159.85,15.3,24951.99,2572.47,3037.15,464.68395000000004
81.0,170.02,14.7,25017.235,11747.19,13771.62,2024.4281400000002
93.0,781.57,27.1,30843.98,52988.1,72686.01000000001,19697.908710000003
37.0,759.33,10.7,38593.3,25089.02,28095.210000000003,3006.1874700000003
35.0,209.63,6.8,27423.66,6838.13,7337.05,498.9194
90.0,787.18,16.4,24304.27,54551.57,70846.2,11618.7768
67.0,422.24,24.0,45185.09,21500.46,28290.08,6789.6192
81.0,739.53,4.7,15101.0,57086.54,59901.93,2815.39071
57.0,65.06,0.3,40986.06,3697.29,3708.42,11.12526
20.0,641.94,27.7,29768.2,9282.45,12838.800000000001,3556.3476
6.0,308.57,19.5,33025.28,1490.39,1851.42,361.0269
52.0,309.86,14.7,47923.95,9779.49,16112.720000000001,2368.56984
48.0,723.9,20.6,13836.28,27589.28,34747.2,7157.923199999999
54.0,253.28,13.1,20899.86,11885.42,13677.12,1791.70272
9.0,924.12,11.7,43969.73,7343.98,8317.08,973.09836
30.0,829.27,6.6,2830.16,23236.15,24878.1,1641.9546
5.0,574.24,12.6,27514.87,2509.43,2871.2,361.77119999999996
61.0,840.15,16.0,15140.82,43049.29,51249.15,8199.864
68.0,775.45,0.4,30508.2,52519.68,52730.600000000006,210.92240000000004
37.0,231.04,2.4,30116.54,8343.32,8548.48,205.16351999999998
72.0,800.97,18.3,5304.76,47116.26,57669.840000000004,10553.580720000002
31.0,549.92,1.2,9263.26,16842.95,17047.52,204.57024
84.0,516.14,24.0,30907.04,32950.38,43355.76,10405.3824
25.0,459.38,4.4,26407.74,10979.18,11484.5,505.31800000000004
91.0,966.01,12.5,17501.03,76918.55,87906.91,10988.36375
7.0,459.18,7.4,19623.39,2976.4,3214.26,237.85524
64.0,709.14,29.4,45413.47,32041.78,45384.96,13343.178240000001
44.0,462.45,16.1,29481.22,17071.8,20347.8,3275.9958
77.0,437.44,6.6,18705.45,31459.81,33682.88,2223.0700799999995
85.0,466.87,9.9,42105.82,35755.24,39683.95,3928.71105
7.0,50.72,23.2,47222.76,272.67,355.03999999999996,82.36927999999997
70.0,697.17,16.9,34532.95,40554.38,48801.899999999994,8247.521099999998
99.0,493.3,10.3,2224.75,43806.52,48836.700000000004,5030.1801000000005
94.0,178.0,18.0,6201.29,13720.24,16732.0,3011.76
54.0,333.39,6.8,13180.83,16778.85,18003.059999999998,1224.2080799999997
21.0,956.09,0.3,38643.32,20017.66,20077.89,60.23366999999999
72.0,854.61,10.9,20370.62,54824.94,61531.92,6706.97928
57.0,576.48,10.3,1305.66,29474.85,32859.36,3384.5140800000004
98.0,135.83,13.1,26936.87,11567.55,13311.340000000002,1743.7855400000003
54.0,946.0,25.3,19887.81,38159.75,51084.0,12924.252
41.0,889.48,9.9,26328.65,32858.28,36468.68,3610.3993200000004
17.0,612.0,11.4,32706.55,9217.94,10404.0,1186.056
16.0,157.38,13.4,5919.85,2180.66,2518.08,337.42271999999997
70.0,856.59,22.3,23357.6,46589.93,59961.3,13371.369900000002
8.0,280.46,10.6,14389.36,2005.85,2243.68,237.83007999999998
55.0,393.97,26.2,38493.07,15991.24,21668.350000000002,5677.1077000000005
15.0,124.2,27.2,45777.48,1356.26,1863.0,506.736
93.0,224.94,5.8,41735.51,19706.09,20919.42,1213.3263599999998
75.0,212.86,4.8,12275.99,15198.2,15964.500000000002,766.296
54.0,548.08,27.7,3300.44,21398.14,29596.320000000003,8198.18064
36.0,554.75,12.4,38420.46,17494.6,19971.0,2476.404
65.0,747.74,9.9,14337.66,43791.39,48603.1,4811.7069
99.0,219.51,19.2,3424.72,17559.04,21731.489999999998,4172.44608
62.0,485.23,22.2,10177.59,23405.55,30084.260000000002,6678.705720000001
96.0,145.06,6.2,44266.81,13062.36,13925.76,863.39712
20.0,719.24,17.7,42633.15,11838.69,14384.8,2546.1096
53.0,168.12,4.6,40784.89,8500.48,8910.36,409.87656000000004
89.0,877.03,25.2,20129.32,58385.64,78055.67,19670.02884
6.0,382.28,21.2,48753.36,1807.42,2293.68,486.26016
13.0,832.04,22.8,37801.65,8350.35,10816.52,2466.16656
36.0,771.64,16.1,35562.76,23306.61,27779.04,4472.425440000001
91.0,538.89,0.4,24727.53,48842.83,49038.99,196.15596000000002
23.0,793.42,13.9,27948.53,15712.1,18248.66,2536.56374
90.0,727.14,18.4,38035.28,53401.16,65442.6,12041.4384
24.0,686.14,23.7,2742.15,12564.6,16467.36,3902.76432
54.0,408.45,17.6,26986.29,18174.39,22056.3,3881.9088
20.0,122.92,21.5,7630.49,1929.84,2458.4,528.556
40.0,769.7,29.3,11144.3,21767.12,30788.0,9020.884
37.0,233.2,28.7,19152.77,6152.05,8628.4,2476.3507999999997
61.0,141.4,29.6,16065.89,6072.28,8625.4,2553.1184
39.0,409.33,0.5,5227.68,15884.05,15963.869999999999,79.81935
26.0,931.02,14.9,28858.42,20599.75,24206.52,3606.77148
10.0,263.69,6.9,25405.42,2454.95,2636.9,181.9461
45.0,785.67,29.4,38287.16,24960.74,35355.15,10394.4141
41.0,296.13,8.3,39631.54,11133.6,12141.33,1007.73039
22.0,784.21,6.5,30293.3,16131.2,17252.620000000003,1121.4203000000002
56.0,670.64,22.2,32857.1,29218.44,37555.84,8337.39648
78.0,578.11,17.4,17199.39,37246.47,45092.58,7846.10892
18.0,680.28,11.3,13629.3,10861.35,12245.039999999999,1383.68952
82.0,846.19,6.3,39137.58,65016.16,69387.58,4371.41754
47.0,177.04,12.5,46656.95,7280.77,8320.88,1040.11
11.0,224.58,7.5,17245.54,2285.1,2470.38,185.2785
48.0,475.2,21.9,14143.24,17814.3,22809.6,4995.3024
9.0,964.5,14.5,29189.62,7421.83,8680.5,1258.6725
35.0,139.17,17.2,41426.81,4033.15,4870.95,837.8034
58.0,129.49,7.6,17279.0,6939.63,7510.42,570.79192
25.0,319.25,21.2,29063.95,6289.22,7981.25,1692.025
21.0,204.74,8.8,8003.34,3921.18,4299.54,378.35952000000003
28.0,616.27,28.2,9700.11,12389.49,17255.559999999998,4866.067919999999
6.0,996.32,26.2,43408.79,4411.7,5977.92,1566.2150399999998
82.0,527.79,23.3,2409.2,33194.82,43278.78,10083.95574
47.0,782.57,16.4,42168.02,34647.5,36780.79,6032.04956
78.0,480.25,14.5,10768.85,32027.87,37459.5,5431.6275
15.0,797.47,0.6,11296.81,11890.28,11962.050000000001,71.7723
8.0,360.16,21.7,17549.48,2256.04,2881.28,625.2377600000001
96.0,958.06,8.4,47405.21,84247.96,91973.76,7725.795840000001
36.0,790.45,16.0,4011.91,23903.21,28456.2,4552.992
92.0,634.07,8.4,39898.42,53434.35,58334.44,4900.09296
93.0,280.3,24.9,9543.76,19576.99,26067.9,6490.907099999999
49.0,251.58,17.1,22720.96,10219.43,12327.42,2107.98882
65.0,165.84,5.7,7877.49,10165.16,10779.6,614.4372
2.0,144.66,26.3,14657.32,213.23,289.32,76.09116
20.0,504.97,29.1,47516.36,7160.47,10099.400000000001,2938.9254000000005
73.0,679.69,25.3,29378.73,37064.18,49617.37,12553.19461
59.0,477.95,7.8,16230.96,25999.52,28199.05,2199.5259
72.0,437.22,12.9,3158.21,27418.94,31479.840000000004,4060.8993600000003
60.0,938.14,2.9,15472.33,54656.04,56288.4,1632.3636
9.0,718.18,11.4,30789.96,5726.77,6463.62,736.85268
32.0,538.25,23.6,12217.63,13159.14,17224.0,4064.864
53.0,942.46,5.4,18512.01,47253.06,49950.380000000005,2697.32052
29.0,260.76,19.7,8279.19,6072.32,7562.04,1489.72188
90.0,382.01,9.4,2856.6,31149.1,34380.9,3231.8046000000004
71.0,451.49,23.9,9795.17,24394.46,32055.79,7661.333809999999
98.0,59.71,25.2,30766.44,4376.98,5851.58,1474.59816
34.0,852.56,23.9,19155.6,22059.14,28987.039999999997,6927.9025599999995
4.0,121.85,6.4,35920.34,456.21,487.4,31.1936
46.0,443.01,4.3,22228.15,19502.19,20378.46,876.27378
65.0,550.52,16.4,43130.23,26265.31,35783.799999999996,5868.543199999998
89.0,50.09,0.9,29579.35,4417.89,4458.01,40.12209
27.0,671.74,4.4,33320.82,17338.95,18136.98,798.02712
91.0,420.68,6.9,10265.97,35640.43,38281.88,2641.44972
48.0,412.36,16.0,21430.75,16626.36,19793.28,3166.9248
45.0,92.48,13.1,10970.17,3616.43,4161.6,545.1696000000001
28.0,546.42,1.1,37858.22,15131.46,15299.759999999998,168.29736
5.0,712.1,17.3,12750.48,2944.53,3560.5,615.9665
81.0,577.69,8.1,33676.46,43002.67,46792.89000000001,3790.2240900000006
88.0,544.73,19.4,41542.22,38636.61,47936.240000000005,9299.63056
97.0,990.64,10.6,27265.72,85906.32,96092.08,10185.760479999999
26.0,889.2,11.8,23837.34,20391.13,23119.2,2728.0656
54.0,223.09,6.5,15563.09,11263.81,12046.86,783.0459
29.0,899.07,21.1,23267.87,20571.62,26073.030000000002,5501.40933
82.0,801.25,4.5,32358.39,62745.89,65702.5,2956.6125
89.0,482.01,27.1,23036.03,31273.29,42898.89,11625.59919
98.0,245.39,26.3,46105.59,17723.54,24048.219999999998,6324.68186
22.0,493.18,10.1,26601.01,9754.11,10849.960000000001,1095.84596
60.0,569.67,16.5,16781.59,28540.47,34180.2,5639.732999999999
87.0,943.53,7.5,33864.8,75930.58,82087.11,6156.5332499999995
60.0,525.51,29.8,19664.54,22134.48,31530.6,9396.1188
83.0,299.93,14.1,44056.94,21384.11,24894.190000000002,3510.0807900000004
